App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
Test-Smells,SUTTest.java,C:\Users\Sebastian\eclipse-workspace\PROF-2023-Ejercicio3-datos\src\test\java\es\upm\grise\prof\curso2023\ejercicio3\SUTTest.java,C:\Users\Sebastian\eclipse-workspace\PROF-2023-Ejercicio3-datos\src\main\java\es\upm\grise\prof\curso2023\ejercicio3\SUT.java,,,6,2,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,5,0
